fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation_ordinance
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2910,SOLVING COLD CASES WITH DNA,130,POSTAGE,14000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2910,SOLVING COLD CASES WITH DNA,140,PROF & TECHNICAL SERVICES,389000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2910,SOLVING COLD CASES WITH DNA,245,REIMBURSEMENT TRAVELERS,17000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2910,SOLVING COLD CASES WITH DNA,350,STATIONERY AND OFFICE SUPPL,2000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,152,ADVERTISING,10000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,245,REIMBURSEMENT TRAVELERS,13000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,340,MATERIAL AND SUPPLIES,41000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,423,COMMUNICATION DEVICES,5000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,445,TECH AND SCIENTIFIC EQUIP,9000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2912,SAFE ROUTES TO SCHOOLS,801,INDIRECT COSTS,103000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2925,SECURE OUR SCHOOLS 2008,140,PROF & TECHNICAL SERVICES,118000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,5,SALARIES AND WAGES - ON PAYROLL,68237
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,44,FRINGE BENEFITS,26246
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,135,DELEGATE AGENCIES,95000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,340,MATERIAL AND SUPPLIES,5517
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2953,PREDICTIVE POLICING,140,PROF & TECHNICAL SERVICES,3000000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2961,SOLVING COLD CASES WITH DNA,20,OVERTIME,105000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2961,SOLVING COLD CASES WITH DNA,140,PROF & TECHNICAL SERVICES,337000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2961,SOLVING COLD CASES WITH DNA,245,REIMBURSEMENT TRAVELERS,10000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2961,SOLVING COLD CASES WITH DNA,350,STATIONERY AND OFFICE SUPPL,3000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2961,SOLVING COLD CASES WITH DNA,801,INDIRECT COSTS,45000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2968,IDOT SUSTAINED TRAFFIC ENFORCE,6,SALARY PROVISION,8000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2968,IDOT SUSTAINED TRAFFIC ENFORCE,20,OVERTIME,315000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2968,IDOT SUSTAINED TRAFFIC ENFORCE,176,MAINTN & OPERTN-CY VEHL,9000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2972,GANG RESISTANCE AND EDUCATION,20,OVERTIME,46000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2972,GANG RESISTANCE AND EDUCATION,140,PROF & TECHNICAL SERVICES,40000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2972,GANG RESISTANCE AND EDUCATION,330,FOOD,4000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2972,GANG RESISTANCE AND EDUCATION,340,MATERIAL AND SUPPLIES,5000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2975,COPS SECURE OUR SCHOOLS,140,PROF & TECHNICAL SERVICES,1406850
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2975,COPS SECURE OUR SCHOOLS,350,STATIONERY AND OFFICE SUPPL,1150
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2975,COPS SECURE OUR SCHOOLS,423,COMMUNICATION DEVICES,6000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2975,COPS SECURE OUR SCHOOLS,445,TECH AND SCIENTIFIC EQUIP,78000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2984,CRIMINAL JUSTICE RESEARCH,140,PROF & TECHNICAL SERVICES,50000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2988,VIOLENCE PREVENTION DEMO,140,PROF & TECHNICAL SERVICES,1500000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2989,ILL. MOTOR VEHICLE THEFT PREV.,140,PROF & TECHNICAL SERVICES,22000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2990,POLICE LEADERSHIP TRAINING PGM,140,PROF & TECHNICAL SERVICES,66000
Grants,0P19,US DEPT OF JUSTICE,57,DEPARTMENT OF POLICE,2991,BALLISTICS LAB EQUIPMENT PROJ.,140,PROF & TECHNICAL SERVICES,480000
Grants,0P20,IL DEPT OF COMMERCE,70,BUS AFFAIRS AND CONSUMER PROT,2815,CABLE LOCAL ORIGINATION,5,SALARIES AND WAGES - ON PAYROLL,294285
Grants,0P20,IL DEPT OF COMMERCE,70,BUS AFFAIRS AND CONSUMER PROT,2815,CABLE LOCAL ORIGINATION,15,SCHEDULE SALARY ADJ,3798
Grants,0P20,IL DEPT OF COMMERCE,70,BUS AFFAIRS AND CONSUMER PROT,2815,CABLE LOCAL ORIGINATION,44,FRINGE BENEFITS,113189
Grants,0P20,IL DEPT OF COMMERCE,70,BUS AFFAIRS AND CONSUMER PROT,2815,CABLE LOCAL ORIGINATION,140,PROF & TECHNICAL SERVICES,13728
Grants,0P28,BYRNE JUSTICE ASSISTANCE,57,DEPARTMENT OF POLICE,2931,BYRNE JUSTICE ASSISTANCE,135,DELEGATE AGENCIES,326000
Grants,0P28,BYRNE JUSTICE ASSISTANCE,57,DEPARTMENT OF POLICE,2931,BYRNE JUSTICE ASSISTANCE,423,COMMUNICATION DEVICES,108000
Grants,0P29,DEPT. OF ENVIRONMENT STATE GRANTS,38,FLEET AND FACILITY MGMT,2842,ENERGY EFFICIENCY AGGREGATION,140,PROF & TECHNICAL SERVICES,300000
Grants,0P29,DEPT. OF ENVIRONMENT STATE GRANTS,38,FLEET AND FACILITY MGMT,2842,ENERGY EFFICIENCY AGGREGATION,540,CONSTR BLDG/STRUCTURE,2700000
Grants,0P29,DEPT. OF ENVIRONMENT STATE GRANTS,84,CHICAGO DEPT OF TRANSPORTATION,2957,PLUG-IN ELECTRIC VEHICLE,140,PROF & TECHNICAL SERVICES,938700
Grants,0P29,DEPT. OF ENVIRONMENT STATE GRANTS,84,CHICAGO DEPT OF TRANSPORTATION,2957,PLUG-IN ELECTRIC VEHICLE,801,INDIRECT COSTS,104300
Grants,0P29,DEPT. OF ENVIRONMENT STATE GRANTS,84,CHICAGO DEPT OF TRANSPORTATION,2959,PERMEABLE PARKING LOT,140,PROF & TECHNICAL SERVICES,287850
Grants,0P29,DEPT. OF ENVIRONMENT STATE GRANTS,84,CHICAGO DEPT OF TRANSPORTATION,2959,PERMEABLE PARKING LOT,340,MATERIAL AND SUPPLIES,12150
Grants,0P36,DFSS - FEDERAL - FGP/SCP,50,FAMILY AND SUPPORT SERVICES,2803,STATE SENIOR COMPANION MATCH,130,POSTAGE,49000
Grants,0P36,DFSS - FEDERAL - FGP/SCP,50,FAMILY AND SUPPORT SERVICES,2815,FOSTER GRANDPARENTS,5,SALARIES AND WAGES - ON PAYROLL,385072
Grants,0P36,DFSS - FEDERAL - FGP/SCP,50,FAMILY AND SUPPORT SERVICES,2815,FOSTER GRANDPARENTS,44,FRINGE BENEFITS,147535
Grants,0P36,DFSS - FEDERAL - FGP/SCP,50,FAMILY AND SUPPORT SERVICES,2815,FOSTER GRANDPARENTS,340,MATERIAL AND SUPPLIES,6797
Grants,0P36,DFSS - FEDERAL - FGP/SCP,50,FAMILY AND SUPPORT SERVICES,2815,FOSTER GRANDPARENTS,801,INDIRECT COSTS,24596
Grants,0P36,DFSS - FEDERAL - FGP/SCP,50,FAMILY AND SUPPORT SERVICES,2818,STATE FOSTER GRANDPARENTS,50,STIPENDS,36000
Grants,0P36,DFSS - FEDERAL - FGP/SCP,50,FAMILY AND SUPPORT SERVICES,2868,SENIOR COMPANION PJT - ACTION,5,SALARIES AND WAGES - ON PAYROLL,179681
Grants,0P36,DFSS - FEDERAL - FGP/SCP,50,FAMILY AND SUPPORT SERVICES,2868,SENIOR COMPANION PJT - ACTION,15,SCHEDULE SALARY ADJ,348
Grants,0P36,DFSS - FEDERAL - FGP/SCP,50,FAMILY AND SUPPORT SERVICES,2868,SENIOR COMPANION PJT - ACTION,44,FRINGE BENEFITS,116971
Grants,0P36,DFSS - FEDERAL - FGP/SCP,50,FAMILY AND SUPPORT SERVICES,2925,FOSTER GRANDPARENTS,140,PROF & TECHNICAL SERVICES,134000
Grants,0P37,TITLE VPG,50,FAMILY AND SUPPORT SERVICES,2807,OAA TITLE V SEN EMPLOYMENT SPE,5,SALARIES AND WAGES - ON PAYROLL,384022
Grants,0P37,TITLE VPG,50,FAMILY AND SUPPORT SERVICES,2807,OAA TITLE V SEN EMPLOYMENT SPE,44,FRINGE BENEFITS,146966
Grants,0P37,TITLE VPG,50,FAMILY AND SUPPORT SERVICES,2807,OAA TITLE V SEN EMPLOYMENT SPE,140,PROF & TECHNICAL SERVICES,430183
Grants,0P37,TITLE VPG,50,FAMILY AND SUPPORT SERVICES,2807,OAA TITLE V SEN EMPLOYMENT SPE,801,INDIRECT COSTS,43829
Grants,0P37,TITLE VPG,50,FAMILY AND SUPPORT SERVICES,2862,STATE SENIOR EMPLOYMENT SPEC,140,PROF & TECHNICAL SERVICES,19000
Grants,0P38,DEPARTMENT ON AGING GRANTS,50,FAMILY AND SUPPORT SERVICES,2825,CIRCUIT BREAKER/ PHARMACEUTICL,5,SALARIES AND WAGES - ON PAYROLL,77595
Grants,0P38,DEPARTMENT ON AGING GRANTS,50,FAMILY AND SUPPORT SERVICES,2825,CIRCUIT BREAKER/ PHARMACEUTICL,15,SCHEDULE SALARY ADJ,1854
Grants,0P38,DEPARTMENT ON AGING GRANTS,50,FAMILY AND SUPPORT SERVICES,2825,CIRCUIT BREAKER/ PHARMACEUTICL,44,FRINGE BENEFITS,29841
Grants,0P38,DEPARTMENT ON AGING GRANTS,50,FAMILY AND SUPPORT SERVICES,2825,CIRCUIT BREAKER/ PHARMACEUTICL,140,PROF & TECHNICAL SERVICES,199190
Grants,0P38,DEPARTMENT ON AGING GRANTS,50,FAMILY AND SUPPORT SERVICES,2825,CIRCUIT BREAKER/ PHARMACEUTICL,9651,REIMREIMB CORP,6520
Grants,0P38,DEPARTMENT ON AGING GRANTS,50,FAMILY AND SUPPORT SERVICES,2836,LONG TERM CARE OMBUDSMAN,140,PROF & TECHNICAL SERVICES,26000
Grants,0P38,DEPARTMENT ON AGING GRANTS,50,FAMILY AND SUPPORT SERVICES,2846,ELDER ABUSE AND NEGLECT,140,PROF & TECHNICAL SERVICES,2000000
Grants,0P38,DEPARTMENT ON AGING GRANTS,50,FAMILY AND SUPPORT SERVICES,2919,MONEY FOLLOWS THE PERSON,140,PROF & TECHNICAL SERVICES,33000
Grants,0P38,DEPARTMENT ON AGING GRANTS,50,FAMILY AND SUPPORT SERVICES,2928,SENIOR HEALTH INSURANCE PGM,140,PROF & TECHNICAL SERVICES,54000
Grants,0P38,DEPARTMENT ON AGING GRANTS,50,FAMILY AND SUPPORT SERVICES,2932,RELATIVES RAISING CHILDREN,140,PROF & TECHNICAL SERVICES,20000
Grants,0P38,DEPARTMENT ON AGING GRANTS,50,FAMILY AND SUPPORT SERVICES,2937,MEDICARE IMPROVEMENTS,140,PROF & TECHNICAL SERVICES,144000
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2801,OAA NUTRITION PGM INCOME,140,PROF & TECHNICAL SERVICES,700000
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2802,OAA NUTRITION PGM INC - HM DEV,140,PROF & TECHNICAL SERVICES,30000
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,5,SALARIES AND WAGES - ON PAYROLL,167566
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,44,FRINGE BENEFITS,64450
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,130,POSTAGE,5000
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,140,PROF & TECHNICAL SERVICES,3903599
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,150,PUBLICATN & REPRODT-OUT,8000
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,162,REPAIR/MAINT EQUIPMENT,11200
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,166,DUES  SUBSC & MEM,3200
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,169,TECHNICAL MEETING COSTS,3371
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,190,TELEPHONE-CENTREX,9600
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,191,TELEPHONE-RELOCATIONS,9600
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,229,TRAN/EXP ALLOWANCE,3000
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,348,BOOKS AND RELATED MTL,1414
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,350,STATIONERY AND OFFICE SUPPL,34000
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,5,SALARIES AND WAGES - ON PAYROLL,8161432
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,15,SCHEDULE SALARY ADJ,27620
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,39,STUDENT AS TRAINEES,10000
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,44,FRINGE BENEFITS,3142803
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,125,OFF AND BUILDING SERV,9310
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,130,POSTAGE,43648
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2980,TRANSIT SECURITY,445,TECH AND SCIENTIFIC EQUIP,73000
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,140,PROF & TECHNICAL SERVICES,2912732
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,150,PUBLICATN & REPRODT-OUT,30000
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,160,REPAIR/MAINT PROPERTY,25709
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,162,REPAIR/MAINT EQUIPMENT,45101
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,166,DUES  SUBSC & MEM,5104
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,169,TECHNICAL MEETING COSTS,8479
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,190,TELEPHONE-CENTREX,15000
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,229,TRAN/EXP ALLOWANCE,36000
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,270,LOCAL TRANSPORTATION,15600
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,350,STATIONERY AND OFFICE SUPPL,6336
Grants,0P40,AREA AGING PROGRAMS,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,9651,REIMREIMB CORP,419126
Grants,0P41,AGING PRIVATE GRANTS,50,FAMILY AND SUPPORT SERVICES,2816,SENIOR FITNESS PRIVATE,140,PROF & TECHNICAL SERVICES,210000
Grants,0P41,AGING PRIVATE GRANTS,50,FAMILY AND SUPPORT SERVICES,2901,CHICAGO FUND SUPPORT - SENIOR,140,PROF & TECHNICAL SERVICES,350000
Grants,0P41,AGING PRIVATE GRANTS,50,FAMILY AND SUPPORT SERVICES,2941,MEALS ON WHEELS,140,PROF & TECHNICAL SERVICES,360000
Grants,0P42,CPD JAG,57,DEPARTMENT OF POLICE,2946,BYRNE MEMORIAL JUSTICE ASSIST,135,DELEGATE AGENCIES,1582000
Grants,0P42,CPD JAG,57,DEPARTMENT OF POLICE,2946,BYRNE MEMORIAL JUSTICE ASSIST,340,MATERIAL AND SUPPLIES,18000
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2929,TRANSIT SECURITY 2008,20,OVERTIME,2943000
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2929,TRANSIT SECURITY 2008,140,PROF & TECHNICAL SERVICES,214000
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2929,TRANSIT SECURITY 2008,245,REIMBURSEMENT TRAVELERS,11000
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2929,TRANSIT SECURITY 2008,445,TECH AND SCIENTIFIC EQUIP,2132000
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,5,SALARIES AND WAGES - ON PAYROLL,1011585
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,15,SCHEDULE SALARY ADJ,101
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,20,OVERTIME,338000
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,44,FRINGE BENEFITS,389079
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,140,PROF & TECHNICAL SERVICES,2530841
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,330,FOOD,8000
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,340,MATERIAL AND SUPPLIES,4500
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,423,COMMUNICATION DEVICES,47000
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,430,LIVESTOCK,53000
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2934,TRANSIT SECURITY GRANT,445,TECH AND SCIENTIFIC EQUIP,2297894
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2976,TRANSIT SECURITY GRANT PROGRAM,6,SALARY PROVISION,2935465
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2976,TRANSIT SECURITY GRANT PROGRAM,245,REIMBURSEMENT TRAVELERS,176535
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2976,TRANSIT SECURITY GRANT PROGRAM,340,MATERIAL AND SUPPLIES,27600
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2976,TRANSIT SECURITY GRANT PROGRAM,423,COMMUNICATION DEVICES,36000
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2976,TRANSIT SECURITY GRANT PROGRAM,445,TECH AND SCIENTIFIC EQUIP,204400
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2976,TRANSIT SECURITY GRANT PROGRAM,450,VEHICLES,116000
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2980,TRANSIT SECURITY,5,SALARIES AND WAGES - ON PAYROLL,634197
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2980,TRANSIT SECURITY,6,SALARY PROVISION,6152128
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2980,TRANSIT SECURITY,44,FRINGE BENEFITS,269675
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2980,TRANSIT SECURITY,423,COMMUNICATION DEVICES,91000
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2980,TRANSIT SECURITY,446,PURCHASE-DATA HARDWARE,35000
Grants,0P46,US DEPT OF HOMELAND SECURITY,57,DEPARTMENT OF POLICE,2980,TRANSIT SECURITY,450,VEHICLES,324000
Grants,0P53,CPL - FEDERAL GRANTS,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,5,SALARIES AND WAGES - ON PAYROLL,376061
Grants,0P53,CPL - FEDERAL GRANTS,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,15,SCHEDULE SALARY ADJ,2136
Grants,0P53,CPL - FEDERAL GRANTS,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,44,FRINGE BENEFITS,145718
Grants,0P53,CPL - FEDERAL GRANTS,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,140,PROF & TECHNICAL SERVICES,21203
Grants,0P53,CPL - FEDERAL GRANTS,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,245,REIMBURSEMENT TRAVELERS,3500
Grants,0P53,CPL - FEDERAL GRANTS,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,801,INDIRECT COSTS,27382
Grants,0P55,CPD - JAG,57,DEPARTMENT OF POLICE,2978,BYRNE MEMORIAL JAG,5,SALARIES AND WAGES - ON PAYROLL,90768
Grants,0P55,CPD - JAG,57,DEPARTMENT OF POLICE,2978,BYRNE MEMORIAL JAG,44,FRINGE BENEFITS,34911
Grants,0P55,CPD - JAG,57,DEPARTMENT OF POLICE,2978,BYRNE MEMORIAL JAG,135,DELEGATE AGENCIES,1404321
Grants,0P55,CPD - JAG,57,DEPARTMENT OF POLICE,2978,BYRNE MEMORIAL JAG,140,PROF & TECHNICAL SERVICES,20000
Grants,0P55,CPD - JAG,57,DEPARTMENT OF POLICE,2978,BYRNE MEMORIAL JAG,245,REIMBURSEMENT TRAVELERS,2000
Grants,0P55,CPD - JAG,57,DEPARTMENT OF POLICE,2978,BYRNE MEMORIAL JAG,450,VEHICLES,739000
Grants,0P61,DEPT. OF VETERANS AFFAIRS (VHA),50,FAMILY AND SUPPORT SERVICES,2918,VETERANS HOME AND COMM. PGMS,140,PROF & TECHNICAL SERVICES,2276000
Grants,0P65,DCASE - ARTS,23,CULTURAL AFFAIRS SPECIAL EVENT,2829,FARMERS MARKET GRANT,140,PROF & TECHNICAL SERVICES,125000
Grants,0P65,DCASE - ARTS,23,CULTURAL AFFAIRS SPECIAL EVENT,2841,MARKET RESEARCH,140,PROF & TECHNICAL SERVICES,75000
Grants,0P65,DCASE - ARTS,23,CULTURAL AFFAIRS SPECIAL EVENT,2843,30TH ANNIVERSARY BLUES FEST,140,PROF & TECHNICAL SERVICES,15000
Grants,0P65,DCASE - ARTS,23,CULTURAL AFFAIRS SPECIAL EVENT,2844,35TH ANNIVERSARY JAZZ FEST,140,PROF & TECHNICAL SERVICES,10000
Grants,0P65,DCASE - ARTS,23,CULTURAL AFFAIRS SPECIAL EVENT,2845,LOOPS AND VARIATIONS CONCERTS,140,PROF & TECHNICAL SERVICES,30000
Grants,0P68,CPD - U.S. DOJ,57,DEPARTMENT OF POLICE,2985,BYRNE MEMORIAL JUSTICE ASSIST,6,SALARY PROVISION,241000
Grants,0P68,CPD - U.S. DOJ,57,DEPARTMENT OF POLICE,2985,BYRNE MEMORIAL JUSTICE ASSIST,135,DELEGATE AGENCIES,2075000
Grants,0P68,CPD - U.S. DOJ,57,DEPARTMENT OF POLICE,2985,BYRNE MEMORIAL JUSTICE ASSIST,140,PROF & TECHNICAL SERVICES,5289000
Grants,0P68,CPD - U.S. DOJ,57,DEPARTMENT OF POLICE,2985,BYRNE MEMORIAL JUSTICE ASSIST,245,REIMBURSEMENT TRAVELERS,2000
Grants,0P68,CPD - U.S. DOJ,57,DEPARTMENT OF POLICE,2985,BYRNE MEMORIAL JUSTICE ASSIST,340,MATERIAL AND SUPPLIES,25000
Grants,0P68,CPD - U.S. DOJ,57,DEPARTMENT OF POLICE,2985,BYRNE MEMORIAL JUSTICE ASSIST,445,TECH AND SCIENTIFIC EQUIP,50000
Grants,0P68,CPD - U.S. DOJ,57,DEPARTMENT OF POLICE,2985,BYRNE MEMORIAL JUSTICE ASSIST,450,VEHICLES,4538000
